"From_Node","To_Node","weight"
"Endurance","Heterosexuality",-0.406272972480993
"Heterosexuality","Endurance",-0.406272972480993
"Order","Endurance",0.404210688390203
"Endurance","Order",0.404210688390203
"Order","Aggression",-0.37417715594367
"Aggression","Order",-0.37417715594367
"Succorance","Endurance",-0.367372118825288
"Endurance","Succorance",-0.367372118825288
"Endurance","Aggression",-0.348612465222852
"Aggression","Endurance",-0.348612465222852
